season,round,url,raceName,date,Circuit.circuitId,Circuit.url,Circuit.circuitName,Circuit.Location.lat,Circuit.Location.long,Circuit.Location.locality,Circuit.Location.country,time,FirstPractice.date,SecondPractice.date,ThirdPractice.date,Qualifying.date,Sprint.date,FirstPractice.time,SecondPractice.time,ThirdPractice.time,Qualifying.time,Sprint.time
1975,9,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,French Grand Prix,1975-07-06,ricard,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit,Circuit Paul Ricard,43.2506,5.79167,Le Castellet,France,,,,,,,,,,,
1975,10,http://en.wikipedia.org/wiki/1975_British_Grand_Prix,British Grand Prix,1975-07-19,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1975,11,http://en.wikipedia.org/wiki/1975_German_Grand_Prix,German Grand Prix,1975-08-03,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1975,12,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,Austrian Grand Prix,1975-08-17,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1975,13,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,Italian Grand Prix,1975-09-07,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1975,14,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,United States Grand Prix,1975-10-05,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1976,1,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,Brazilian Grand Prix,1976-01-25,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1976,2,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,South African Grand Prix,1976-03-06,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1976,3,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,United States Grand Prix West,1976-03-28,long_beach,"http://en.wikipedia.org/wiki/Long_Beach,_California",Long Beach,33.7651,-118.189,California,USA,,,,,,,,,,,
1976,4,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,Spanish Grand Prix,1976-05-02,jarama,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Jarama,40.6171,-3.58558,Madrid,Spain,,,,,,,,,,,
1976,5,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,Belgian Grand Prix,1976-05-16,zolder,http://en.wikipedia.org/wiki/Zolder,Zolder,50.9894,5.25694,Heusden-Zolder,Belgium,,,,,,,,,,,
1976,6,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,Monaco Grand Prix,1976-05-30,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1976,7,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,Swedish Grand Prix,1976-06-13,anderstorp,http://en.wikipedia.org/wiki/Scandinavian_Raceway,Scandinavian Raceway,57.2653,13.6042,Anderstorp,Sweden,,,,,,,,,,,
1976,8,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,French Grand Prix,1976-07-04,ricard,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit,Circuit Paul Ricard,43.2506,5.79167,Le Castellet,France,,,,,,,,,,,
1976,9,http://en.wikipedia.org/wiki/1976_British_Grand_Prix,British Grand Prix,1976-07-18,brands_hatch,http://en.wikipedia.org/wiki/Brands_Hatch,Brands Hatch,51.3569,0.263056,Kent,UK,,,,,,,,,,,
1976,10,http://en.wikipedia.org/wiki/1976_German_Grand_Prix,German Grand Prix,1976-08-01,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1976,11,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,Austrian Grand Prix,1976-08-15,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1976,12,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,Dutch Grand Prix,1976-08-29,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1976,13,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,Italian Grand Prix,1976-09-12,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1976,14,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,Canadian Grand Prix,1976-10-03,mosport,http://en.wikipedia.org/wiki/Mosport,Mosport International Raceway,44.0481,-78.6756,Ontario,Canada,,,,,,,,,,,
1976,15,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,United States Grand Prix,1976-10-10,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1976,16,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,Japanese Grand Prix,1976-10-24,fuji,http://en.wikipedia.org/wiki/Fuji_Speedway,Fuji Speedway,35.3717,138.927,Oyama,Japan,,,,,,,,,,,
1977,1,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,Argentine Grand Prix,1977-01-09,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1977,2,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,Brazilian Grand Prix,1977-01-23,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1977,3,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,South African Grand Prix,1977-03-05,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1977,4,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,United States Grand Prix West,1977-04-03,long_beach,"http://en.wikipedia.org/wiki/Long_Beach,_California",Long Beach,33.7651,-118.189,California,USA,,,,,,,,,,,
1977,5,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,Spanish Grand Prix,1977-05-08,jarama,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Jarama,40.6171,-3.58558,Madrid,Spain,,,,,,,,,,,
1977,6,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,Monaco Grand Prix,1977-05-22,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1977,7,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,Belgian Grand Prix,1977-06-05,zolder,http://en.wikipedia.org/wiki/Zolder,Zolder,50.9894,5.25694,Heusden-Zolder,Belgium,,,,,,,,,,,
1977,8,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,Swedish Grand Prix,1977-06-19,anderstorp,http://en.wikipedia.org/wiki/Scandinavian_Raceway,Scandinavian Raceway,57.2653,13.6042,Anderstorp,Sweden,,,,,,,,,,,
1977,9,http://en.wikipedia.org/wiki/1977_French_Grand_Prix,French Grand Prix,1977-07-03,dijon,http://en.wikipedia.org/wiki/Dijon-Prenois,Dijon-Prenois,47.3625,4.89913,Dijon,France,,,,,,,,,,,
1977,10,http://en.wikipedia.org/wiki/1977_British_Grand_Prix,British Grand Prix,1977-07-16,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1977,11,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,German Grand Prix,1977-07-31,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1977,12,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,Austrian Grand Prix,1977-08-14,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1977,13,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,Dutch Grand Prix,1977-08-28,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1977,14,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,Italian Grand Prix,1977-09-11,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1977,15,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,United States Grand Prix,1977-10-02,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1977,16,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,Canadian Grand Prix,1977-10-09,mosport,http://en.wikipedia.org/wiki/Mosport,Mosport International Raceway,44.0481,-78.6756,Ontario,Canada,,,,,,,,,,,
1977,17,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,Japanese Grand Prix,1977-10-23,fuji,http://en.wikipedia.org/wiki/Fuji_Speedway,Fuji Speedway,35.3717,138.927,Oyama,Japan,,,,,,,,,,,
1978,1,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,Argentine Grand Prix,1978-01-15,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1978,2,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,Brazilian Grand Prix,1978-01-29,jacarepagua,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,Rio de Janeiro,Brazil,,,,,,,,,,,
1978,3,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,South African Grand Prix,1978-03-04,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1978,4,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,United States Grand Prix West,1978-04-02,long_beach,"http://en.wikipedia.org/wiki/Long_Beach,_California",Long Beach,33.7651,-118.189,California,USA,,,,,,,,,,,
1978,5,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,Monaco Grand Prix,1978-05-07,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1978,6,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,Belgian Grand Prix,1978-05-21,zolder,http://en.wikipedia.org/wiki/Zolder,Zolder,50.9894,5.25694,Heusden-Zolder,Belgium,,,,,,,,,,,
1978,7,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,Spanish Grand Prix,1978-06-04,jarama,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Jarama,40.6171,-3.58558,Madrid,Spain,,,,,,,,,,,
1978,8,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix,Swedish Grand Prix,1978-06-17,anderstorp,http://en.wikipedia.org/wiki/Scandinavian_Raceway,Scandinavian Raceway,57.2653,13.6042,Anderstorp,Sweden,,,,,,,,,,,
1978,9,http://en.wikipedia.org/wiki/1978_French_Grand_Prix,French Grand Prix,1978-07-02,ricard,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit,Circuit Paul Ricard,43.2506,5.79167,Le Castellet,France,,,,,,,,,,,
1978,10,http://en.wikipedia.org/wiki/1978_British_Grand_Prix,British Grand Prix,1978-07-16,brands_hatch,http://en.wikipedia.org/wiki/Brands_Hatch,Brands Hatch,51.3569,0.263056,Kent,UK,,,,,,,,,,,
1978,11,http://en.wikipedia.org/wiki/1978_German_Grand_Prix,German Grand Prix,1978-07-30,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1978,12,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix,Austrian Grand Prix,1978-08-13,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1978,13,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix,Dutch Grand Prix,1978-08-27,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1978,14,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix,Italian Grand Prix,1978-09-10,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1978,15,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix,United States Grand Prix,1978-10-01,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1978,16,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,Canadian Grand Prix,1978-10-08,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1979,1,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,Argentine Grand Prix,1979-01-21,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1979,2,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,Brazilian Grand Prix,1979-02-04,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1979,3,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,South African Grand Prix,1979-03-03,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1979,4,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,United States Grand Prix West,1979-04-08,long_beach,"http://en.wikipedia.org/wiki/Long_Beach,_California",Long Beach,33.7651,-118.189,California,USA,,,,,,,,,,,
1979,5,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,Spanish Grand Prix,1979-04-29,jarama,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Jarama,40.6171,-3.58558,Madrid,Spain,,,,,,,,,,,
1979,6,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,Belgian Grand Prix,1979-05-13,zolder,http://en.wikipedia.org/wiki/Zolder,Zolder,50.9894,5.25694,Heusden-Zolder,Belgium,,,,,,,,,,,
1979,7,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,Monaco Grand Prix,1979-05-27,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1979,8,http://en.wikipedia.org/wiki/1979_French_Grand_Prix,French Grand Prix,1979-07-01,dijon,http://en.wikipedia.org/wiki/Dijon-Prenois,Dijon-Prenois,47.3625,4.89913,Dijon,France,,,,,,,,,,,
1979,9,http://en.wikipedia.org/wiki/1979_British_Grand_Prix,British Grand Prix,1979-07-14,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1979,10,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,German Grand Prix,1979-07-29,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1979,11,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,Austrian Grand Prix,1979-08-12,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1979,12,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,Dutch Grand Prix,1979-08-26,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1979,13,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,Italian Grand Prix,1979-09-09,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1979,14,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,Canadian Grand Prix,1979-09-30,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1979,15,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,United States Grand Prix,1979-10-07,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1980,1,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,Argentine Grand Prix,1980-01-13,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1980,2,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,Brazilian Grand Prix,1980-01-27,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,,,,,,,,,,,
1980,3,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,South African Grand Prix,1980-03-01,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1980,4,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,United States Grand Prix West,1980-03-30,long_beach,"http://en.wikipedia.org/wiki/Long_Beach,_California",Long Beach,33.7651,-118.189,California,USA,,,,,,,,,,,
1980,5,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,Belgian Grand Prix,1980-05-04,zolder,http://en.wikipedia.org/wiki/Zolder,Zolder,50.9894,5.25694,Heusden-Zolder,Belgium,,,,,,,,,,,
1980,6,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,Monaco Grand Prix,1980-05-18,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1980,7,http://en.wikipedia.org/wiki/1980_French_Grand_Prix,French Grand Prix,1980-06-29,ricard,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit,Circuit Paul Ricard,43.2506,5.79167,Le Castellet,France,,,,,,,,,,,
1980,8,http://en.wikipedia.org/wiki/1980_British_Grand_Prix,British Grand Prix,1980-07-13,brands_hatch,http://en.wikipedia.org/wiki/Brands_Hatch,Brands Hatch,51.3569,0.263056,Kent,UK,,,,,,,,,,,
1980,9,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,German Grand Prix,1980-08-10,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1980,10,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,Austrian Grand Prix,1980-08-17,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1980,11,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,Dutch Grand Prix,1980-08-31,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1980,12,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,Italian Grand Prix,1980-09-14,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1980,13,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,Canadian Grand Prix,1980-09-28,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1980,14,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,United States Grand Prix,1980-10-05,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1981,1,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West,United States Grand Prix West,1981-03-15,long_beach,"http://en.wikipedia.org/wiki/Long_Beach,_California",Long Beach,33.7651,-118.189,California,USA,,,,,,,,,,,
1981,2,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,Brazilian Grand Prix,1981-03-29,jacarepagua,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,Rio de Janeiro,Brazil,,,,,,,,,,,
1981,3,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix,Argentine Grand Prix,1981-04-12,galvez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez,Autódromo Juan y Oscar Gálvez,-34.6943,-58.4593,Buenos Aires,Argentina,,,,,,,,,,,
1981,4,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix,San Marino Grand Prix,1981-05-03,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1981,5,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix,Belgian Grand Prix,1981-05-17,zolder,http://en.wikipedia.org/wiki/Zolder,Zolder,50.9894,5.25694,Heusden-Zolder,Belgium,,,,,,,,,,,
1981,6,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix,Monaco Grand Prix,1981-05-31,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1981,7,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix,Spanish Grand Prix,1981-06-21,jarama,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Jarama,40.6171,-3.58558,Madrid,Spain,,,,,,,,,,,
1981,8,http://en.wikipedia.org/wiki/1981_French_Grand_Prix,French Grand Prix,1981-07-05,dijon,http://en.wikipedia.org/wiki/Dijon-Prenois,Dijon-Prenois,47.3625,4.89913,Dijon,France,,,,,,,,,,,
1981,9,http://en.wikipedia.org/wiki/1981_British_Grand_Prix,British Grand Prix,1981-07-18,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1981,10,http://en.wikipedia.org/wiki/1981_German_Grand_Prix,German Grand Prix,1981-08-02,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1981,11,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix,Austrian Grand Prix,1981-08-16,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1981,12,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix,Dutch Grand Prix,1981-08-30,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1981,13,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix,Italian Grand Prix,1981-09-13,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1981,14,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,Canadian Grand Prix,1981-09-27,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,,,,,,,,,,,
1981,15,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix,Caesars Palace Grand Prix,1981-10-17,las_vegas,http://en.wikipedia.org/wiki/Las_Vegas_Street_Circuit,Las Vegas Street Circuit,36.1162,-115.174,Nevada,USA,,,,,,,,,,,
1982,1,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix,South African Grand Prix,1982-01-23,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1982,2,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix,Brazilian Grand Prix,1982-03-21,jacarepagua,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,Rio de Janeiro,Brazil,,,,,,,,,,,
1982,3,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West,United States Grand Prix West,1982-04-04,long_beach,"http://en.wikipedia.org/wiki/Long_Beach,_California",Long Beach,33.7651,-118.189,California,USA,,,,,,,,,,,
1982,4,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix,San Marino Grand Prix,1982-04-25,imola,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,,,,,,,,,,,
1982,5,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix,Belgian Grand Prix,1982-05-09,zolder,http://en.wikipedia.org/wiki/Zolder,Zolder,50.9894,5.25694,Heusden-Zolder,Belgium,,,,,,,,,,,
1982,6,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix,Monaco Grand Prix,1982-05-23,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
