driverId,url,givenName,familyName,dateOfBirth,nationality,year,code,permanentNumber
daigh,http://en.wikipedia.org/wiki/Chuck_Daigh,Chuck,Daigh,1923-11-29,American,1960,,
beaufort,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort,Carel Godin,de Beaufort,1934-04-10,Dutch,1960,,
drake,http://en.wikipedia.org/wiki/Bob_Drake_(Formula_One),Bob,Drake,1919-12-14,American,1960,,
drogo,http://en.wikipedia.org/wiki/Piero_Drogo,Piero,Drogo,1926-08-08,Italian,1960,,
estefano,http://en.wikipedia.org/wiki/Nasif_Est%C3%A9fano,Nasif,Estéfano,1932-11-18,Argentine,1960,,
fairman,http://en.wikipedia.org/wiki/Jack_Fairman,Jack,Fairman,1913-03-15,British,1960,,
flockhart,http://en.wikipedia.org/wiki/Ron_Flockhart_(auto_racing),Ron,Flockhart,1923-06-16,British,1960,,
force,http://en.wikipedia.org/wiki/Gene_Force,Gene,Force,1916-06-15,American,1960,,
foyt,http://en.wikipedia.org/wiki/A.J._Foyt,Anthony,Foyt,1935-01-16,American,1960,,
freeland,http://en.wikipedia.org/wiki/Don_Freeland,Don,Freeland,1925-03-25,American,1960,,
gamble,http://en.wikipedia.org/wiki/Fred_Gamble_(racing_driver),Fred,Gamble,1932-03-17,American,1960,,
gendebien,http://en.wikipedia.org/wiki/Olivier_Gendebien,Olivier,Gendebien,1924-01-12,Belgian,1960,,
ginther,http://en.wikipedia.org/wiki/Richie_Ginther,Richie,Ginther,1930-08-05,American,1960,,
goldsmith,http://en.wikipedia.org/wiki/Paul_Goldsmith,Paul,Goldsmith,1925-10-02,American,1960,,
gonzalez,http://en.wikipedia.org/wiki/Jos%C3%A9_Froil%C3%A1n_Gonz%C3%A1lez,José Froilán,González,1922-10-05,Argentine,1960,,
gould,http://en.wikipedia.org/wiki/Horace_Gould,Horace,Gould,1918-09-20,British,1960,,
greene,http://en.wikipedia.org/wiki/Keith_Greene,Keith,Greene,1938-01-05,British,1960,,
gregory,http://en.wikipedia.org/wiki/Masten_Gregory,Masten,Gregory,1932-02-29,American,1960,,
grim,http://en.wikipedia.org/wiki/Bobby_Grim,Bobby,Grim,1924-09-04,American,1960,,
gurney,http://en.wikipedia.org/wiki/Dan_Gurney,Dan,Gurney,1931-04-13,American,1960,,
halford,http://en.wikipedia.org/wiki/Bruce_Halford,Bruce,Halford,1931-05-18,British,1960,,
hall,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver),Jim,Hall,1935-07-23,American,1960,,
hartley,http://en.wikipedia.org/wiki/Gene_Hartley,Gene,Hartley,1926-01-28,American,1960,,
herman,http://en.wikipedia.org/wiki/Al_Herman,Al,Herman,1927-03-15,American,1960,,
herrmann,http://en.wikipedia.org/wiki/Hans_Herrmann,Hans,Herrmann,1928-02-23,German,1960,,
phil_hill,http://en.wikipedia.org/wiki/Phil_Hill,Phil,Hill,1927-04-20,American,1960,,
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,1960,,
homeier,http://en.wikipedia.org/wiki/Bill_Homeier,Bill,Homeier,1918-08-31,American,1960,,
hurtubise,http://en.wikipedia.org/wiki/Jim_Hurtubise,Jim,Hurtubise,1932-12-05,American,1960,,
ireland,http://en.wikipedia.org/wiki/Innes_Ireland,Innes,Ireland,1930-06-12,British,1960,,
johnson,http://en.wikipedia.org/wiki/Eddie_Johnson_(auto_racer),Eddie,Johnson,1919-02-10,American,1960,,
larreta,http://en.wikipedia.org/wiki/Alberto_Rodriguez_Larreta,Alberto Rodriguez,Larreta,1934-01-14,Argentine,1960,,
lovely,http://en.wikipedia.org/wiki/Pete_Lovely,Pete,Lovely,1926-04-11,American,1960,,
mairesse,http://en.wikipedia.org/wiki/Willy_Mairesse,Willy,Mairesse,1928-10-01,Belgian,1960,,
mclaren,http://en.wikipedia.org/wiki/Bruce_McLaren,Bruce,McLaren,1937-08-30,New Zealander,1960,,
mcwithey,http://en.wikipedia.org/wiki/Jim_McWithey,Jim,McWithey,1927-07-04,American,1960,,
menditeguy,http://en.wikipedia.org/wiki/Carlos_Menditeguy,Carlos,Menditeguy,1914-08-10,Argentine,1960,,
moss,http://en.wikipedia.org/wiki/Stirling_Moss,Stirling,Moss,1929-09-17,British,1960,,
munaron,http://en.wikipedia.org/wiki/Gino_Munaron,Gino,Munaron,1928-04-02,Italian,1960,,
naylor,http://en.wikipedia.org/wiki/Brian_Naylor,Brian,Naylor,1923-03-24,British,1960,,
owen,http://en.wikipedia.org/wiki/Arthur_Owen,Arthur,Owen,1915-03-23,British,1960,,
piper,http://en.wikipedia.org/wiki/David_Piper,David,Piper,1930-12-02,British,1960,,
dick_rathmann,http://en.wikipedia.org/wiki/Dick_Rathmann,Dick,Rathmann,1924-01-06,American,1960,,
rathmann,http://en.wikipedia.org/wiki/Jim_Rathmann,Jim,Rathmann,1928-07-16,American,1960,,
reventlow,http://en.wikipedia.org/wiki/Lance_Reventlow,Lance,Reventlow,1936-02-24,American,1960,,
ruby,http://en.wikipedia.org/wiki/Lloyd_Ruby,Lloyd,Ruby,1928-01-12,American,1960,,
russo,http://en.wikipedia.org/wiki/Eddie_Russo,Eddie,Russo,1925-11-19,American,1960,,
ruttman,http://en.wikipedia.org/wiki/Troy_Ruttman,Troy,Ruttman,1930-03-11,American,1960,,
sachs,http://en.wikipedia.org/wiki/Eddie_Sachs,Eddie,Sachs,1927-05-28,American,1960,,
salvadori,http://en.wikipedia.org/wiki/Roy_Salvadori,Roy,Salvadori,1922-05-12,British,1960,,
scarlatti,http://en.wikipedia.org/wiki/Giorgio_Scarlatti,Giorgio,Scarlatti,1921-10-02,Italian,1960,,
schell,http://en.wikipedia.org/wiki/Harry_Schell,Harry,Schell,1921-06-29,American,1960,,
seidel,http://en.wikipedia.org/wiki/Wolfgang_Seidel,Wolfgang,Seidel,1926-07-04,German,1960,,
stacey,http://en.wikipedia.org/wiki/Alan_Stacey,Alan,Stacey,1933-08-29,British,1960,,
stevenson,http://en.wikipedia.org/wiki/Chuck_Stevenson,Chuck,Stevenson,1919-10-15,American,1960,,
surtees,http://en.wikipedia.org/wiki/John_Surtees,John,Surtees,1934-02-11,British,1960,,
sutton,http://en.wikipedia.org/wiki/Len_Sutton,Len,Sutton,1925-08-09,American,1960,,
mike_taylor,http://en.wikipedia.org/wiki/Mike_Taylor_(driver),Mike,Taylor,1934-04-24,British,1960,,
henry_taylor,http://en.wikipedia.org/wiki/Henry_Taylor_(racing_driver),Henry,Taylor,1932-12-16,British,1960,,
templeman,http://en.wikipedia.org/wiki/Shorty_Templeman,Shorty,Templeman,1919-08-12,American,1960,,
thiele,http://en.wikipedia.org/wiki/Alfonso_Thiele,Alfonso,Thiele,1920-04-05,American-Italian,1960,,
thomson,http://en.wikipedia.org/wiki/Johnny_Thomson,Johnny,Thomson,1922-04-09,American,1960,,
tingelstad,http://en.wikipedia.org/wiki/Bud_Tingelstad,Bud,Tingelstad,1928-04-04,American,1960,,
trintignant,http://en.wikipedia.org/wiki/Maurice_Trintignant,Maurice,Trintignant,1917-10-30,French,1960,,
veith,http://en.wikipedia.org/wiki/Bob_Veith,Bob,Veith,1926-11-01,American,1960,,
trips,http://en.wikipedia.org/wiki/Wolfgang_Graf_Berghe_von_Trips,Wolfgang,von Trips,1928-05-04,German,1960,,
ward,http://en.wikipedia.org/wiki/Rodger_Ward,Rodger,Ward,1921-01-10,American,1960,,
weiler,http://en.wikipedia.org/wiki/Wayne_Weiler,Wayne,Weiler,1934-12-09,American,1960,,
vic_wilson,http://en.wikipedia.org/wiki/Vic_Wilson_(motor_racing_driver),Vic,Wilson,1931-04-14,British,1960,,
dempsey_wilson,http://en.wikipedia.org/wiki/Dempsey_Wilson,Dempsey,Wilson,1927-03-11,American,1960,,
allison,http://en.wikipedia.org/wiki/Cliff_Allison,Cliff,Allison,1932-02-08,British,1961,,
ashmore,http://en.wikipedia.org/wiki/Gerry_Ashmore,Gerry,Ashmore,1936-07-25,British,1961,,
baghetti,http://en.wikipedia.org/wiki/Giancarlo_Baghetti,Giancarlo,Baghetti,1934-12-25,Italian,1961,,
bandini,http://en.wikipedia.org/wiki/Lorenzo_Bandini,Lorenzo,Bandini,1935-12-21,Italian,1961,,
barth,http://en.wikipedia.org/wiki/Edgar_Barth,Edgar,Barth,1917-01-26,German,1961,,
bianchi,http://en.wikipedia.org/wiki/Lucien_Bianchi,Lucien,Bianchi,1934-11-10,Belgian,1961,BIA,
boffa,http://en.wikipedia.org/wiki/Menato_Boffa,Menato,Boffa,1930-01-04,Italian,1961,,
bonnier,http://en.wikipedia.org/wiki/Joakim_Bonnier,Jo,Bonnier,1930-01-31,Swedish,1961,,
bordeu,http://en.wikipedia.org/wiki/Juan_Manuel_Bordeu,Juan Manuel,Bordeu,1934-01-28,Argentine,1961,,
jack_brabham,http://en.wikipedia.org/wiki/Jack_Brabham,Jack,Brabham,1926-04-02,Australian,1961,,
brooks,http://en.wikipedia.org/wiki/Tony_Brooks,Tony,Brooks,1932-02-25,British,1961,,
burgess,http://en.wikipedia.org/wiki/Ian_Burgess,Ian,Burgess,1930-07-06,British,1961,,
bussinello,http://en.wikipedia.org/wiki/Roberto_Bussinello,Roberto,Bussinello,1927-10-04,Italian,1961,,
campbell-jones,http://en.wikipedia.org/wiki/John_Campbell-Jones,John,Campbell-Jones,1930-01-21,British,1961,,
clark,http://en.wikipedia.org/wiki/Jim_Clark,Jim,Clark,1936-03-04,British,1961,,
collomb,http://en.wikipedia.org/wiki/Bernard_Collomb,Bernard,Collomb,1930-10-07,French,1961,,
beaufort,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort,Carel Godin,de Beaufort,1934-04-10,Dutch,1961,,
duke,http://en.wikipedia.org/wiki/Geoff_Duke,Geoff,Duke,1923-03-29,British,1961,,
fairman,http://en.wikipedia.org/wiki/Jack_Fairman,Jack,Fairman,1913-03-15,British,1961,,
gendebien,http://en.wikipedia.org/wiki/Olivier_Gendebien,Olivier,Gendebien,1924-01-12,Belgian,1961,,
ginther,http://en.wikipedia.org/wiki/Richie_Ginther,Richie,Ginther,1930-08-05,American,1961,,
greene,http://en.wikipedia.org/wiki/Keith_Greene,Keith,Greene,1938-01-05,British,1961,,
gregory,http://en.wikipedia.org/wiki/Masten_Gregory,Masten,Gregory,1932-02-29,American,1961,,
gurney,http://en.wikipedia.org/wiki/Dan_Gurney,Dan,Gurney,1931-04-13,American,1961,,
hall,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver),Jim,Hall,1935-07-23,American,1961,,
hansgen,http://en.wikipedia.org/wiki/Walt_Hansgen,Walt,Hansgen,1919-10-28,American,1961,,
herrmann,http://en.wikipedia.org/wiki/Hans_Herrmann,Hans,Herrmann,1928-02-23,German,1961,,
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,1961,,
phil_hill,http://en.wikipedia.org/wiki/Phil_Hill,Phil,Hill,1927-04-20,American,1961,,
ireland,http://en.wikipedia.org/wiki/Innes_Ireland,Innes,Ireland,1930-06-12,British,1961,,
lewis,http://en.wikipedia.org/wiki/Jackie_Lewis,Jackie,Lewis,1936-11-01,British,1961,,
lippi,http://en.wikipedia.org/wiki/Roberto_Lippi,Roberto,Lippi,1926-10-17,Italian,1961,,
maggs,http://en.wikipedia.org/wiki/Tony_Maggs,Tony,Maggs,1937-02-09,South African,1961,,
mairesse,http://en.wikipedia.org/wiki/Willy_Mairesse,Willy,Mairesse,1928-10-01,Belgian,1961,,
marsh,http://en.wikipedia.org/wiki/Tony_Marsh_(racing_driver),Tony,Marsh,1931-07-20,British,1961,,
may,http://en.wikipedia.org/wiki/Michael_May_(racing_driver),Michael,May,1934-08-18,Swiss,1961,,
mclaren,http://en.wikipedia.org/wiki/Bruce_McLaren,Bruce,McLaren,1937-08-30,New Zealander,1961,,
ken_miles,http://en.wikipedia.org/wiki/Ken_Miles,Ken,Miles,1918-11-01,British,1961,,
monteverdi,http://en.wikipedia.org/wiki/Peter_Monteverdi,Peter,Monteverdi,1934-06-07,Swiss,1961,,
moss,http://en.wikipedia.org/wiki/Stirling_Moss,Stirling,Moss,1929-09-17,British,1961,,
natili,http://en.wikipedia.org/wiki/Massimo_Natili,Massimo,Natili,1935-07-28,Italian,1961,,
naylor,http://en.wikipedia.org/wiki/Brian_Naylor,Brian,Naylor,1923-03-24,British,1961,,
parnell,http://en.wikipedia.org/wiki/Tim_Parnell,Tim,Parnell,1932-06-25,British,1961,,
penske,http://en.wikipedia.org/wiki/Roger_Penske,Roger,Penske,1937-02-20,American,1961,,
andre_pilette,http://en.wikipedia.org/wiki/Andr%C3%A9_Pilette,André,Pilette,1918-10-06,Belgian,1961,,
pirocchi,http://en.wikipedia.org/wiki/Renato_Pirocchi,Renato,Pirocchi,1933-03-26,Italian,1961,,
prinoth,http://en.wikipedia.org/wiki/Ernesto_Prinoth,Ernesto,Prinoth,1923-04-15,Italian,1961,,
ricardo_rodriguez,http://en.wikipedia.org/wiki/Ricardo_Rodr%C3%ADguez_(Formula_One),Ricardo,Rodríguez,1942-02-14,Mexican,1961,,
ruby,http://en.wikipedia.org/wiki/Lloyd_Ruby,Lloyd,Ruby,1928-01-12,American,1961,,
ryan,http://en.wikipedia.org/wiki/Peter_Ryan_(driver),Peter,Ryan,1940-06-10,Canadian,1961,,
salvadori,http://en.wikipedia.org/wiki/Roy_Salvadori,Roy,Salvadori,1922-05-12,British,1961,,
scarlatti,http://en.wikipedia.org/wiki/Giorgio_Scarlatti,Giorgio,Scarlatti,1921-10-02,Italian,1961,,
seidel,http://en.wikipedia.org/wiki/Wolfgang_Seidel,Wolfgang,Seidel,1926-07-04,German,1961,,
sharp,http://en.wikipedia.org/wiki/Hap_Sharp,Hap,Sharp,1928-01-01,American,1961,,
starrabba,http://en.wikipedia.org/wiki/Gaetano_Starrabba,Gaetano,Starrabba,1932-12-03,Italian,1961,,
surtees,http://en.wikipedia.org/wiki/John_Surtees,John,Surtees,1934-02-11,British,1961,,
trevor_taylor,http://en.wikipedia.org/wiki/Trevor_Taylor,Trevor,Taylor,1936-12-26,British,1961,,
henry_taylor,http://en.wikipedia.org/wiki/Henry_Taylor_(racing_driver),Henry,Taylor,1932-12-16,British,1961,,
thiele,http://en.wikipedia.org/wiki/Alfonso_Thiele,Alfonso,Thiele,1920-04-05,American-Italian,1961,,
trintignant,http://en.wikipedia.org/wiki/Maurice_Trintignant,Maurice,Trintignant,1917-10-30,French,1961,,
vaccarella,http://en.wikipedia.org/wiki/Nino_Vaccarella,Nino,Vaccarella,1933-03-04,Italian,1961,,
trips,http://en.wikipedia.org/wiki/Wolfgang_Graf_Berghe_von_Trips,Wolfgang,von Trips,1928-05-04,German,1961,,
abate,http://en.wikipedia.org/wiki/Carlo_Mario_Abate,Carlo,Abate,1932-07-10,Italian,1962,,
arundell,http://en.wikipedia.org/wiki/Peter_Arundell,Peter,Arundell,1933-11-08,British,1962,,
ashmore,http://en.wikipedia.org/wiki/Gerry_Ashmore,Gerry,Ashmore,1936-07-25,British,1962,,
baghetti,http://en.wikipedia.org/wiki/Giancarlo_Baghetti,Giancarlo,Baghetti,1934-12-25,Italian,1962,,
bandini,http://en.wikipedia.org/wiki/Lorenzo_Bandini,Lorenzo,Bandini,1935-12-21,Italian,1962,,
bianchi,http://en.wikipedia.org/wiki/Lucien_Bianchi,Lucien,Bianchi,1934-11-10,Belgian,1962,BIA,
bonnier,http://en.wikipedia.org/wiki/Joakim_Bonnier,Jo,Bonnier,1930-01-31,Swedish,1962,,
jack_brabham,http://en.wikipedia.org/wiki/Jack_Brabham,Jack,Brabham,1926-04-02,Australian,1962,,
burgess,http://en.wikipedia.org/wiki/Ian_Burgess,Ian,Burgess,1930-07-06,British,1962,,
bussinello,http://en.wikipedia.org/wiki/Roberto_Bussinello,Roberto,Bussinello,1927-10-04,Italian,1962,,
campbell-jones,http://en.wikipedia.org/wiki/John_Campbell-Jones,John,Campbell-Jones,1930-01-21,British,1962,,
chamberlain,http://en.wikipedia.org/wiki/Jay_Chamberlain,Jay,Chamberlain,1925-12-29,American,1962,,
clark,http://en.wikipedia.org/wiki/Jim_Clark,Jim,Clark,1936-03-04,British,1962,,
collomb,http://en.wikipedia.org/wiki/Bernard_Collomb,Bernard,Collomb,1930-10-07,French,1962,,
davis,http://en.wikipedia.org/wiki/Colin_Davis_(driver),Colin,Davis,1933-07-29,British,1962,,
beaufort,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort,Carel Godin,de Beaufort,1934-04-10,Dutch,1962,,
estefano,http://en.wikipedia.org/wiki/Nasif_Est%C3%A9fano,Nasif,Estéfano,1932-11-18,Argentine,1962,,
ginther,http://en.wikipedia.org/wiki/Richie_Ginther,Richie,Ginther,1930-08-05,American,1962,,
greene,http://en.wikipedia.org/wiki/Keith_Greene,Keith,Greene,1938-01-05,British,1962,,
gregory,http://en.wikipedia.org/wiki/Masten_Gregory,Masten,Gregory,1932-02-29,American,1962,,
gurney,http://en.wikipedia.org/wiki/Dan_Gurney,Dan,Gurney,1931-04-13,American,1962,,
hall,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver),Jim,Hall,1935-07-23,American,1962,,
harris,http://en.wikipedia.org/wiki/Mike_Harris_(race_car_driver),Mike,Harris,1939-05-25,South African,1962,,
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,1962,,
phil_hill,http://en.wikipedia.org/wiki/Phil_Hill,Phil,Hill,1927-04-20,American,1962,,
hocking,http://en.wikipedia.org/wiki/Gary_Hocking,Gary,Hocking,1937-09-30,Rhodesian,1962,,
ireland,http://en.wikipedia.org/wiki/Innes_Ireland,Innes,Ireland,1930-06-12,British,1962,,
johnstone,http://en.wikipedia.org/wiki/Bruce_Johnstone_(racing_driver),Bruce,Johnstone,1937-01-30,South African,1962,,
kuhnke,http://en.wikipedia.org/wiki/Kurt_Kuhnke,Kurt,Kuhnke,1910-04-30,German,1962,,
lederle,http://en.wikipedia.org/wiki/Neville_Lederle,Neville,Lederle,1938-09-25,South African,1962,,
lewis,http://en.wikipedia.org/wiki/Jackie_Lewis,Jackie,Lewis,1936-11-01,British,1962,,
lippi,http://en.wikipedia.org/wiki/Roberto_Lippi,Roberto,Lippi,1926-10-17,Italian,1962,,
love,http://en.wikipedia.org/wiki/John_Love_(racing_driver),John,Love,1924-12-07,Rhodesian,1962,,
maggs,http://en.wikipedia.org/wiki/Tony_Maggs,Tony,Maggs,1937-02-09,South African,1962,,
mairesse,http://en.wikipedia.org/wiki/Willy_Mairesse,Willy,Mairesse,1928-10-01,Belgian,1962,,
marsh,http://en.wikipedia.org/wiki/Tony_Marsh_(racing_driver),Tony,Marsh,1931-07-20,British,1962,,
mayer,http://en.wikipedia.org/wiki/Timmy_Mayer,Timmy,Mayer,1938-02-22,American,1962,,
mclaren,http://en.wikipedia.org/wiki/Bruce_McLaren,Bruce,McLaren,1937-08-30,New Zealander,1962,,
penske,http://en.wikipedia.org/wiki/Roger_Penske,Roger,Penske,1937-02-20,American,1962,,
pieterse,http://en.wikipedia.org/wiki/Ernie_Pieterse,Ernie,Pieterse,1938-07-04,South African,1962,,
pon,http://en.wikipedia.org/wiki/Ben_Pon,Ben,Pon,1936-12-09,Dutch,1962,,
prinoth,http://en.wikipedia.org/wiki/Ernesto_Prinoth,Ernesto,Prinoth,1923-04-15,Italian,1962,,
ricardo_rodriguez,http://en.wikipedia.org/wiki/Ricardo_Rodr%C3%ADguez_(Formula_One),Ricardo,Rodríguez,1942-02-14,Mexican,1962,,
salvadori,http://en.wikipedia.org/wiki/Roy_Salvadori,Roy,Salvadori,1922-05-12,British,1962,,
schiller,http://en.wikipedia.org/wiki/Heinz_Schiller,Heinz,Schiller,1930-01-25,Swiss,1962,,
schroeder,http://en.wikipedia.org/wiki/Rob_Schroeder,Rob,Schroeder,1926-05-11,British,1962,,
seidel,http://en.wikipedia.org/wiki/Wolfgang_Seidel,Wolfgang,Seidel,1926-07-04,German,1962,,
seiffert,http://en.wikipedia.org/wiki/G%C3%BCnther_Seiffert,Günther,Seiffert,1937-10-18,German,1962,,
serrurier,http://en.wikipedia.org/wiki/Doug_Serrurier,Doug,Serrurier,1920-12-09,South African,1962,,
settember,http://en.wikipedia.org/wiki/Tony_Settember,Tony,Settember,1926-07-10,American,1962,,
sharp,http://en.wikipedia.org/wiki/Hap_Sharp,Hap,Sharp,1928-01-01,American,1962,,
shelly,http://en.wikipedia.org/wiki/Tony_Shelly,Tony,Shelly,1937-02-02,New Zealander,1962,,
siffert,http://en.wikipedia.org/wiki/Jo_Siffert,Jo,Siffert,1936-07-07,Swiss,1962,,
slotemaker,http://en.wikipedia.org/wiki/Rob_Slotemaker,Rob,Slotemaker,1929-06-13,Dutch,1962,,
surtees,http://en.wikipedia.org/wiki/John_Surtees,John,Surtees,1934-02-11,British,1962,,
trevor_taylor,http://en.wikipedia.org/wiki/Trevor_Taylor,Trevor,Taylor,1936-12-26,British,1962,,
tingle,http://en.wikipedia.org/wiki/Sam_Tingle,Sam,Tingle,1921-08-24,Rhodesian,1962,,
trintignant,http://en.wikipedia.org/wiki/Maurice_Trintignant,Maurice,Trintignant,1917-10-30,French,1962,,
vaccarella,http://en.wikipedia.org/wiki/Nino_Vaccarella,Nino,Vaccarella,1933-03-04,Italian,1962,,
vyver,http://en.wikipedia.org/wiki/Syd_van_der_Vyver,Syd,van der Vyver,1920-06-01,South African,1962,,
walter,http://en.wikipedia.org/wiki/Heini_Walter,Heini,Walter,1927-07-28,Swiss,1962,,
abate,http://en.wikipedia.org/wiki/Carlo_Mario_Abate,Carlo,Abate,1932-07-10,Italian,1963,,
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander,1963,,
anderson,http://en.wikipedia.org/wiki/Bob_Anderson_(racing_driver),Bob,Anderson,1931-05-19,British,1963,,
arundell,http://en.wikipedia.org/wiki/Peter_Arundell,Peter,Arundell,1933-11-08,British,1963,,
baghetti,http://en.wikipedia.org/wiki/Giancarlo_Baghetti,Giancarlo,Baghetti,1934-12-25,Italian,1963,,
bandini,http://en.wikipedia.org/wiki/Lorenzo_Bandini,Lorenzo,Bandini,1935-12-21,Italian,1963,,
bianchi,http://en.wikipedia.org/wiki/Lucien_Bianchi,Lucien,Bianchi,1934-11-10,Belgian,1963,BIA,
blokdyk,http://en.wikipedia.org/wiki/Trevor_Blokdyk,Trevor,Blokdyk,1935-11-30,South African,1963,,
bonnier,http://en.wikipedia.org/wiki/Joakim_Bonnier,Jo,Bonnier,1930-01-31,Swedish,1963,,
jack_brabham,http://en.wikipedia.org/wiki/Jack_Brabham,Jack,Brabham,1926-04-02,Australian,1963,,
ernesto_brambilla,http://en.wikipedia.org/wiki/Ernesto_Brambilla,Ernesto,Brambilla,1934-01-31,Italian,1963,,
broeker,http://en.wikipedia.org/wiki/Peter_Broeker,Peter,Broeker,1926-05-15,Canadian,1963,,
burgess,http://en.wikipedia.org/wiki/Ian_Burgess,Ian,Burgess,1930-07-06,British,1963,,
cabral,http://en.wikipedia.org/wiki/Mario_de_Araujo_Cabral,Mário de Araújo,Cabral,1934-01-15,Portuguese,1963,,
campbell-jones,http://en.wikipedia.org/wiki/John_Campbell-Jones,John,Campbell-Jones,1930-01-21,British,1963,,
clark,http://en.wikipedia.org/wiki/Jim_Clark,Jim,Clark,1936-03-04,British,1963,,
collomb,http://en.wikipedia.org/wiki/Bernard_Collomb,Bernard,Collomb,1930-10-07,French,1963,,
beaufort,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort,Carel Godin,de Beaufort,1934-04-10,Dutch,1963,,
klerk,http://en.wikipedia.org/wiki/Peter_de_Klerk,Peter,de Klerk,1935-03-16,South African,1963,,
vos,http://en.wikipedia.org/wiki/Ernie_de_Vos,Ernie,de Vos,1941-07-01,Dutch,1963,,
dochnal,http://en.wikipedia.org/wiki/Frank_Dochnal,Frank,Dochnal,1920-10-08,American,1963,,
driver,http://en.wikipedia.org/wiki/Paddy_Driver,Paddy,Driver,1934-05-13,South African,1963,,
estefano,http://en.wikipedia.org/wiki/Nasif_Est%C3%A9fano,Nasif,Estéfano,1932-11-18,Argentine,1963,,
ginther,http://en.wikipedia.org/wiki/Richie_Ginther,Richie,Ginther,1930-08-05,American,1963,,
gregory,http://en.wikipedia.org/wiki/Masten_Gregory,Masten,Gregory,1932-02-29,American,1963,,
gurney,http://en.wikipedia.org/wiki/Dan_Gurney,Dan,Gurney,1931-04-13,American,1963,,
hailwood,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British,1963,,
hall,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver),Jim,Hall,1935-07-23,American,1963,,
hansgen,http://en.wikipedia.org/wiki/Walt_Hansgen,Walt,Hansgen,1919-10-28,American,1963,,
phil_hill,http://en.wikipedia.org/wiki/Phil_Hill,Phil,Hill,1927-04-20,American,1963,,
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,1963,,
ireland,http://en.wikipedia.org/wiki/Innes_Ireland,Innes,Ireland,1930-06-12,British,1963,,
kuhnke,http://en.wikipedia.org/wiki/Kurt_Kuhnke,Kurt,Kuhnke,1910-04-30,German,1963,,
lederle,http://en.wikipedia.org/wiki/Neville_Lederle,Neville,Lederle,1938-09-25,South African,1963,,
lippi,http://en.wikipedia.org/wiki/Roberto_Lippi,Roberto,Lippi,1926-10-17,Italian,1963,,
love,http://en.wikipedia.org/wiki/John_Love_(racing_driver),John,Love,1924-12-07,Rhodesian,1963,,
maggs,http://en.wikipedia.org/wiki/Tony_Maggs,Tony,Maggs,1937-02-09,South African,1963,,
mairesse,http://en.wikipedia.org/wiki/Willy_Mairesse,Willy,Mairesse,1928-10-01,Belgian,1963,,
mclaren,http://en.wikipedia.org/wiki/Bruce_McLaren,Bruce,McLaren,1937-08-30,New Zealander,1963,,
mitter,http://en.wikipedia.org/wiki/Gerhard_Mitter,Gerhard,Mitter,1935-08-30,German,1963,,
monarch,http://en.wikipedia.org/wiki/Talk:1963_Mexican_Grand_Prix#Who_was_Thomas_Monarch.3F,Thomas,Monarch,1945-09-03,American,1963,,
niemann,http://en.wikipedia.org/wiki/Brausch_Niemann,Brausch,Niemann,1939-01-07,South African,1963,,
parnell,http://en.wikipedia.org/wiki/Tim_Parnell,Tim,Parnell,1932-06-25,British,1963,,
pieterse,http://en.wikipedia.org/wiki/Ernie_Pieterse,Ernie,Pieterse,1938-07-04,South African,1963,,
andre_pilette,http://en.wikipedia.org/wiki/Andr%C3%A9_Pilette,André,Pilette,1918-10-06,Belgian,1963,,
prophet,http://en.wikipedia.org/wiki/David_Prophet,David,Prophet,1937-10-09,British,1963,,
raby,http://en.wikipedia.org/wiki/Ian_Raby,Ian,Raby,1921-09-22,British,1963,,
rodriguez,http://en.wikipedia.org/wiki/Pedro_Rodr%C3%ADguez_(racing_driver),Pedro,Rodríguez,1940-01-18,Mexican,1963,,
scarfiotti,http://en.wikipedia.org/wiki/Ludovico_Scarfiotti,Ludovico,Scarfiotti,1933-10-18,Italian,1963,,
seiffert,http://en.wikipedia.org/wiki/G%C3%BCnther_Seiffert,Günther,Seiffert,1937-10-18,German,1963,,
serrurier,http://en.wikipedia.org/wiki/Doug_Serrurier,Doug,Serrurier,1920-12-09,South African,1963,,
settember,http://en.wikipedia.org/wiki/Tony_Settember,Tony,Settember,1926-07-10,American,1963,,
sharp,http://en.wikipedia.org/wiki/Hap_Sharp,Hap,Sharp,1928-01-01,American,1963,,
siffert,http://en.wikipedia.org/wiki/Jo_Siffert,Jo,Siffert,1936-07-07,Swiss,1963,,
